,corp_name,se,thstrm,frmtrm,lwfr,stock_knd
0,유진기업,주당액면가액(원),500,500,500,
1,유진기업,(연결)당기순이익(백만원),"49,895","19,602","26,582",
2,유진기업,(별도)당기순이익(백만원),"89,776","20,775","23,390",
3,유진기업,(연결)주당순이익(원),692,272,342,
4,유진기업,현금배당금총액(백만원),"12,072","10,986","10,958",
5,유진기업,주식배당금총액(백만원),-,-,-,
6,유진기업,(연결)현금배당성향(%),24.19,55.25,46.81,
7,유진기업,현금배당수익률(%),3.57,3.01,2.35,보통주
8,유진기업,현금배당수익률(%),-,-,-,
9,유진기업,주식배당수익률(%),-,-,-,보통주
10,유진기업,주식배당수익률(%),-,-,-,
11,유진기업,주당 현금배당금(원),170,150,150,보통주
12,유진기업,주당 현금배당금(원),-,-,-,
13,유진기업,주당 주식배당(주),-,-,-,보통주
14,유진기업,주당 주식배당(주),-,-,-,
