,corp_name,se,thstrm,frmtrm,lwfr
0,스튜디오드래곤,주당액면가액(원),500,500,500
1,스튜디오드래곤,(연결)당기순이익(백만원),"29,619","26,425","35,834"
2,스튜디오드래곤,(별도)당기순이익(백만원),"28,218","28,611","29,574"
3,스튜디오드래곤,(연결)주당순이익(원),"1,044",941,"1,278"
4,스튜디오드래곤,현금배당금총액(백만원),-,-,-
5,스튜디오드래곤,주식배당금총액(백만원),-,-,-
6,스튜디오드래곤,(연결)현금배당성향(%),-,-,-
7,스튜디오드래곤,현금배당수익률(%),-,-,-
8,스튜디오드래곤,현금배당수익률(%),-,-,-
9,스튜디오드래곤,주식배당수익률(%),-,-,-
10,스튜디오드래곤,주식배당수익률(%),-,-,-
11,스튜디오드래곤,주당 현금배당금(원),-,-,-
12,스튜디오드래곤,주당 현금배당금(원),-,-,-
13,스튜디오드래곤,주당 주식배당(주),-,-,-
14,스튜디오드래곤,주당 주식배당(주),-,-,-
