,corp_name,se,thstrm,frmtrm,lwfr,stock_knd
0,유진증권,주당액면가액(원),"5,000","5,000","5,000",
1,유진증권,(연결)당기순이익(백만원),"75,403","41,337","46,480",
2,유진증권,(별도)당기순이익(백만원),"80,841","33,763","45,681",
3,유진증권,(연결)주당순이익(원),797,427,480,
4,유진증권,현금배당금총액(백만원),"11,261","6,779","5,810",
5,유진증권,주식배당금총액(백만원),-,-,-,
6,유진증권,(연결)현금배당성향(%),14.90,16.40,12.50,
7,유진증권,현금배당수익률(%),3.10,3.00,2.50,보통주
8,유진증권,현금배당수익률(%),-,-,-,
9,유진증권,주식배당수익률(%),-,-,-,
10,유진증권,주식배당수익률(%),-,-,-,
11,유진증권,주당 현금배당금(원),120,70,60,보통주
12,유진증권,주당 현금배당금(원),-,-,-,
13,유진증권,주당 주식배당(주),-,-,-,
14,유진증권,주당 주식배당(주),-,-,-,
