,corp_name,se,thstrm,frmtrm,lwfr
0,CJ대한통운,주당액면가액(원),"5,000","5,000","5,000"
1,CJ대한통운,(연결)당기순이익(백만원),"123,030","39,727","52,667"
2,CJ대한통운,(별도)당기순이익(백만원),"95,549","-4,915","36,927"
3,CJ대한통운,(연결)주당순이익(원),"5,683","1,349","2,839"
4,CJ대한통운,현금배당금총액(백만원),-,-,-
5,CJ대한통운,주식배당금총액(백만원),-,-,-
6,CJ대한통운,(연결)현금배당성향(%),-,-,-
7,CJ대한통운,현금배당수익률(%),-,-,-
8,CJ대한통운,현금배당수익률(%),-,-,-
9,CJ대한통운,주식배당수익률(%),-,-,-
10,CJ대한통운,주식배당수익률(%),-,-,-
11,CJ대한통운,주당 현금배당금(원),-,-,-
12,CJ대한통운,주당 현금배당금(원),-,-,-
13,CJ대한통운,주당 주식배당(주),-,-,-
14,CJ대한통운,주당 주식배당(주),-,-,-
