,corp_name,se,thstrm,frmtrm,lwfr
0,비케이탑스,주당액면가액(원),500,500,500
1,비케이탑스,(연결)당기순이익(백만원),"-48,995","-32,403","-16,396"
2,비케이탑스,(별도)당기순이익(백만원),"-47,030","-37,042","-16,396"
3,비케이탑스,(연결)주당순이익(원),"-4,825","-8,024",-174
4,비케이탑스,현금배당금총액(백만원),-,-,-
5,비케이탑스,주식배당금총액(백만원),-,-,-
6,비케이탑스,(연결)현금배당성향(%),-,-,-
7,비케이탑스,현금배당수익률(%),-,-,-
8,비케이탑스,현금배당수익률(%),-,-,-
9,비케이탑스,주식배당수익률(%),-,-,-
10,비케이탑스,주식배당수익률(%),-,-,-
11,비케이탑스,주당 현금배당금(원),-,-,-
12,비케이탑스,주당 현금배당금(원),-,-,-
13,비케이탑스,주당 주식배당(주),-,-,-
14,비케이탑스,주당 주식배당(주),-,-,-
