,corp_name,se,thstrm,frmtrm,lwfr,stock_knd
0,포스코인터내셔널,주당액면가액(원),"5,000","5,000","5,000",
1,포스코인터내셔널,(연결)당기순이익(백만원),"238,557","209,404","155,174",
2,포스코인터내셔널,(별도)당기순이익(백만원),"203,975","191,704","97,772",
3,포스코인터내셔널,(연결)주당순이익(원),"1,934","1,697","1,258",
4,포스코인터내셔널,현금배당금총액(백만원),"86,362","86,362","74,025",
5,포스코인터내셔널,주식배당금총액(백만원),-,-,-,
6,포스코인터내셔널,(연결)현금배당성향(%),36.20,41.20,47.70,
7,포스코인터내셔널,현금배당수익률(%),4.70,3.60,3.20,보통주
8,포스코인터내셔널,현금배당수익률(%),-,-,-,우선주
9,포스코인터내셔널,주식배당수익률(%),-,-,-,보통주
10,포스코인터내셔널,주식배당수익률(%),-,-,-,우선주
11,포스코인터내셔널,주당 현금배당금(원),700,700,600,보통주
12,포스코인터내셔널,주당 현금배당금(원),-,-,-,우선주
13,포스코인터내셔널,주당 주식배당(주),-,-,-,보통주
14,포스코인터내셔널,주당 주식배당(주),-,-,-,우선주
