,corp_name,se,thstrm,frmtrm,lwfr
0,일진다이아,주당액면가액(원),"1,000","1,000","1,000"
1,일진다이아,(연결)당기순이익(백만원),"7,255","13,183","7,684"
2,일진다이아,(별도)당기순이익(백만원),"-5,587","1,573","6,339"
3,일진다이아,(연결)주당순이익(원),511,"1,063",679
4,일진다이아,현금배당금총액(백만원),"4,259","4,259","2,818"
5,일진다이아,주식배당금총액(백만원),-,-,-
6,일진다이아,(연결)현금배당성향(%),37.56,37.56,36.68
7,일진다이아,현금배당수익률(%),0.64,1.14,0.98
8,일진다이아,현금배당수익률(%),-,-,-
9,일진다이아,주식배당수익률(%),-,-,-
10,일진다이아,주식배당수익률(%),-,-,-
11,일진다이아,주당 현금배당금(원),300,300,250
12,일진다이아,주당 현금배당금(원),-,-,-
13,일진다이아,주당 주식배당(주),-,-,-
14,일진다이아,주당 주식배당(주),-,-,-
15,일진다이아,주당 주식배당(주),-,-,-
