,corp_name,se,thstrm,frmtrm,lwfr,stock_knd
0,DSR제강,주당액면가액(원),500,500,500,
1,DSR제강,(연결)당기순이익(백만원),"5,279","6,757","7,387",
2,DSR제강,(별도)당기순이익(백만원),-,-,-,
3,DSR제강,(연결)주당순이익(원),367,469,513,
4,DSR제강,현금배당금총액(백만원),576,576,576,
5,DSR제강,주식배당금총액(백만원),-,-,-,
6,DSR제강,(연결)현금배당성향(%),10.91,8.52,7.80,
7,DSR제강,현금배당수익률(%),0.80,0.90,0.90,보통주
8,DSR제강,현금배당수익률(%),-,-,-,우선주
9,DSR제강,주식배당수익률(%),-,-,-,보통주
10,DSR제강,주식배당수익률(%),-,-,-,우선주
11,DSR제강,주당 현금배당금(원),40,40,40,보통주
12,DSR제강,주당 현금배당금(원),-,-,-,우선주
13,DSR제강,주당 주식배당(주),-,-,-,보통주
14,DSR제강,주당 주식배당(주),-,-,-,우선주
