,corp_name,se,thstrm,frmtrm,lwfr
0,제주은행,주당액면가액(원),"5,000","5,000","5,000"
1,제주은행,(연결)당기순이익(백만원),"17,521","27,934","27,446"
2,제주은행,(별도)당기순이익(백만원),"17,521","27,934","27,446"
3,제주은행,(연결)주당순이익(원),481,796,"1,071"
4,제주은행,현금배당금총액(백만원),"3,213","3,213","3,213"
5,제주은행,주식배당금총액(백만원),-,-,-
6,제주은행,(연결)현금배당성향(%),18.30,11.50,11.70
7,제주은행,현금배당수익률(%),2.96,2.46,2.15
8,제주은행,현금배당수익률(%),-,-,-
9,제주은행,주식배당수익률(%),-,-,-
10,제주은행,주식배당수익률(%),-,-,-
11,제주은행,주당 현금배당금(원),100,100,100
12,제주은행,주당 현금배당금(원),-,-,-
13,제주은행,주당 주식배당(주),-,-,-
14,제주은행,주당 주식배당(주),-,-,-
