,corp_name,se,thstrm,frmtrm,lwfr
0,케이엠더블유,주당액면가액(원),500,500,500
1,케이엠더블유,(연결)당기순이익(백만원),"24,236","102,659","-31,291"
2,케이엠더블유,(별도)당기순이익(백만원),"26,638","100,342","-31,792"
3,케이엠더블유,(연결)주당순이익(원),669,"2,654","-1,949"
4,케이엠더블유,현금배당금총액(백만원),-,-,-
5,케이엠더블유,주식배당금총액(백만원),-,-,-
6,케이엠더블유,(연결)현금배당성향(%),-,-,-
7,케이엠더블유,현금배당수익률(%),-,-,-
8,케이엠더블유,현금배당수익률(%),-,-,-
9,케이엠더블유,주식배당수익률(%),-,-,-
10,케이엠더블유,주식배당수익률(%),-,-,-
11,케이엠더블유,주당 현금배당금(원),-,-,-
12,케이엠더블유,주당 현금배당금(원),-,-,-
13,케이엠더블유,주당 주식배당(주),-,-,-
14,케이엠더블유,주당 주식배당(주),-,-,-
