,corp_name,se,thstrm,frmtrm,lwfr,stock_knd
0,인팩,주당액면가액(원),500,500,500,
1,인팩,(연결)당기순이익(백만원),"3,373","-6,169","1,659",
2,인팩,(별도)당기순이익(백만원),"7,595",-721,"1,787",
3,인팩,(연결)주당순이익(원),337,-617,166,
4,인팩,현금배당금총액(백만원),"1,500","1,200","1,300",
5,인팩,주식배당금총액(백만원),-,-,-,
6,인팩,(연결)현금배당성향(%),44.50,-,78.40,
7,인팩,현금배당수익률(%),2.60,3.20,4.00,보통주
8,인팩,현금배당수익률(%),-,-,-,우선주
9,인팩,주식배당수익률(%),-,-,-,보통주
10,인팩,주식배당수익률(%),-,-,-,우선주
11,인팩,주당 현금배당금(원),150,120,130,보통주
12,인팩,주당 현금배당금(원),-,-,-,우선주
13,인팩,주당 주식배당(주),-,-,-,보통주
14,인팩,주당 주식배당(주),-,-,-,우선주
