,corp_name,se,thstrm,frmtrm,lwfr
0,YG PLUS,주당액면가액(원),500,500,500
1,YG PLUS,(연결)당기순이익(백만원),"-7,470","-4,250","-1,431"
2,YG PLUS,(별도)당기순이익(백만원),"-2,837","-19,261",345
3,YG PLUS,(연결)주당순이익(원),-1,28,27
4,YG PLUS,현금배당금총액(백만원),-,-,-
5,YG PLUS,주식배당금총액(백만원),-,-,-
6,YG PLUS,(연결)현금배당성향(%),-,-,-
7,YG PLUS,현금배당수익률(%),-,-,-
8,YG PLUS,현금배당수익률(%),-,-,-
9,YG PLUS,주식배당수익률(%),-,-,-
10,YG PLUS,주식배당수익률(%),-,-,-
11,YG PLUS,주당 현금배당금(원),-,-,-
12,YG PLUS,주당 현금배당금(원),-,-,-
13,YG PLUS,주당 주식배당(주),-,-,-
14,YG PLUS,주당 주식배당(주),-,-,-
15,YG PLUS,주당 주식배당(주),-,-,-
