,corp_name,se,thstrm,frmtrm,lwfr
0,제주항공,주당액면가액(원),"5,000","5,000","5,000"
1,제주항공,(연결)당기순이익(백만원),"-306,476","-33,118","70,878"
2,제주항공,(별도)당기순이익(백만원),"-302,250","-36,170","70,577"
3,제주항공,(연결)주당순이익(원),"-10,125","-1,257","2,696"
4,제주항공,현금배당금총액(백만원),-,-,"17,095"
5,제주항공,주식배당금총액(백만원),-,-,-
6,제주항공,(연결)현금배당성향(%),-,-,24.10
7,제주항공,현금배당수익률(%),-,-,1.90
8,제주항공,현금배당수익률(%),-,-,-
9,제주항공,주식배당수익률(%),-,-,-
10,제주항공,주식배당수익률(%),-,-,-
11,제주항공,주당 현금배당금(원),-,-,650
12,제주항공,주당 현금배당금(원),-,-,-
13,제주항공,주당 주식배당(주),-,-,-
14,제주항공,주당 주식배당(주),-,-,-
