,corp_name,se,thstrm,frmtrm,lwfr
0,동원산업,주당액면가액(원),"5,000","5,000","5,000"
1,동원산업,(연결)당기순이익(백만원),"240,629","44,822","69,111"
2,동원산업,(별도)당기순이익(백만원),"78,950","1,171","52,740"
3,동원산업,(연결)주당순이익(원),"70,124","12,635","20,549"
4,동원산업,현금배당금총액(백만원),"17,055","7,355","10,090"
5,동원산업,주식배당금총액(백만원),-,-,-
6,동원산업,(연결)현금배당성향(%),7.09,16.41,14.60
7,동원산업,현금배당수익률(%),2.29,0.95,1.52
8,동원산업,현금배당수익률(%),-,-,-
9,동원산업,주식배당수익률(%),-,-,-
10,동원산업,주식배당수익률(%),-,-,-
11,동원산업,주당 현금배당금(원),"5,000","2,000","3,000"
12,동원산업,주당 현금배당금(원),-,-,-
13,동원산업,주당 주식배당(주),-,-,-
14,동원산업,주당 주식배당(주),-,-,-
