,corp_name,se,thstrm,frmtrm,lwfr,stock_knd
0,LX하우시스,주당액면가액(원),"5,000","5,000","5,000",
1,LX하우시스,(연결)당기순이익(백만원),"-79,466","11,565","-53,127",
2,LX하우시스,(별도)당기순이익(백만원),"-105,643","-15,324","-42,683",
3,LX하우시스,(연결)주당순이익(원),"-7,733","1,154","-5,327",
4,LX하우시스,현금배당금총액(백만원),"3,045","2,546","2,546",
5,LX하우시스,주식배당금총액(백만원),-,-,-,
6,LX하우시스,(연결)현금배당성향(%),-,22.00,-,
7,LX하우시스,현금배당수익률(%),0.30,0.40,0.40,보통주
8,LX하우시스,현금배당수익률(%),1.10,1.00,0.90,우선주
9,LX하우시스,주식배당수익률(%),-,-,-,보통주
10,LX하우시스,주식배당수익률(%),-,-,-,우선주
11,LX하우시스,주당 현금배당금(원),300,250,250,보통주
12,LX하우시스,주당 현금배당금(원),350,300,300,우선주
13,LX하우시스,주당 주식배당(주),-,-,-,보통주
14,LX하우시스,주당 주식배당(주),-,-,-,우선주
