,corp_name,se,thstrm,frmtrm,lwfr,stock_knd
0,이노션,주당액면가액(원),500,500,500,
1,이노션,(연결)당기순이익(백만원),"63,476","73,626","76,844",
2,이노션,(별도)당기순이익(백만원),"18,447","38,316","45,998",
3,이노션,(연결)주당순이익(원),"3,174","3,681","3,842",
4,이노션,현금배당금총액(백만원),"36,000","30,000","30,000",
5,이노션,주식배당금총액(백만원),-,-,-,
6,이노션,(연결)현금배당성향(%),56.70,40.70,39.00,
7,이노션,현금배당수익률(%),3.00,2.10,2.30,보통주
8,이노션,현금배당수익률(%),-,-,-,우선주
9,이노션,주식배당수익률(%),-,-,-,보통주
10,이노션,주식배당수익률(%),-,-,-,우선주
11,이노션,주당 현금배당금(원),"1,800","1,500","1,500",보통주
12,이노션,주당 현금배당금(원),-,-,-,우선주
13,이노션,주당 주식배당(주),-,-,-,보통주
14,이노션,주당 주식배당(주),-,-,-,우선주
