,corp_name,se,thstrm,frmtrm,lwfr,stock_knd
0,HDC현대산업개발,주당액면가액(원),"5,000","5,000","5,000",
1,HDC현대산업개발,(연결)당기순이익(백만원),"220,205","413,670","229,853",
2,HDC현대산업개발,(별도)당기순이익(백만원),"238,556","425,723","227,726",
3,HDC현대산업개발,(연결)주당순이익(원),"3,924","9,417","5,232",
4,HDC현대산업개발,현금배당금총액(백만원),"39,539","21,964","21,964",
5,HDC현대산업개발,주식배당금총액(백만원),-,-,-,
6,HDC현대산업개발,(연결)현금배당성향(%),18.00,5.30,9.60,
7,HDC현대산업개발,현금배당수익률(%),2.40,1.90,1.00,보통주
8,HDC현대산업개발,현금배당수익률(%),-,-,-,
9,HDC현대산업개발,주식배당수익률(%),-,-,-,
10,HDC현대산업개발,주식배당수익률(%),-,-,-,
11,HDC현대산업개발,주당 현금배당금(원),600,500,500,보통주
12,HDC현대산업개발,주당 현금배당금(원),-,-,-,
13,HDC현대산업개발,주당 주식배당(주),-,-,-,
14,HDC현대산업개발,주당 주식배당(주),-,-,-,
