,corp_name,se,thstrm,frmtrm,lwfr
0,경동나비엔,주당액면가액(원),"1,000","1,000","1,000"
1,경동나비엔,(연결)당기순이익(백만원),"41,637","27,852","24,749"
2,경동나비엔,(별도)당기순이익(백만원),"18,888","20,474","22,818"
3,경동나비엔,(연결)주당순이익(원),"3,261","2,207","1,961"
4,경동나비엔,현금배당금총액(백만원),"4,721","3,787","3,156"
5,경동나비엔,주식배당금총액(백만원),-,-,-
6,경동나비엔,(연결)현금배당성향(%),11.34,13.59,12.75
7,경동나비엔,현금배당수익률(%),0.67,0.64,0.60
8,경동나비엔,현금배당수익률(%),-,-,-
9,경동나비엔,주식배당수익률(%),-,-,-
10,경동나비엔,주식배당수익률(%),-,-,-
11,경동나비엔,주당 현금배당금(원),350,300,250
12,경동나비엔,주당 현금배당금(원),-,-,-
13,경동나비엔,주당 주식배당(주),-,-,-
14,경동나비엔,주당 주식배당(주),-,-,-
