,corp_name,se,thstrm,frmtrm,lwfr
0,GS리테일,주당액면가액(원),"1,000","1,000","1,000"
1,GS리테일,(연결)당기순이익(백만원),"168,428","133,126","120,596"
2,GS리테일,(별도)당기순이익(백만원),"182,910","114,284","113,598"
3,GS리테일,(연결)주당순이익(원),"2,187","1,729","1,566"
4,GS리테일,현금배당금총액(백만원),"69,300","57,750","50,050"
5,GS리테일,주식배당금총액(백만원),-,-,-
6,GS리테일,(연결)현금배당성향(%),41.10,43.40,41.50
7,GS리테일,현금배당수익률(%),2.60,1.90,1.60
8,GS리테일,현금배당수익률(%),-,-,-
9,GS리테일,주식배당수익률(%),-,-,-
10,GS리테일,주식배당수익률(%),-,-,-
11,GS리테일,주당 현금배당금(원),900,750,650
12,GS리테일,주당 현금배당금(원),-,-,-
13,GS리테일,주당 주식배당(주),-,-,-
14,GS리테일,주당 주식배당(주),-,-,-
