,corp_name,se,thstrm,frmtrm,lwfr
0,한국토지신탁,주당액면가액(원),"1,000","1,000","1,000"
1,한국토지신탁,(연결)당기순이익(백만원),"85,148","108,270","166,981"
2,한국토지신탁,(별도)당기순이익(백만원),"62,245","90,737","133,467"
3,한국토지신탁,(연결)주당순이익(원),364,449,682
4,한국토지신탁,현금배당금총액(백만원),"20,524","19,095","33,888"
5,한국토지신탁,주식배당금총액(백만원),-,-,-
6,한국토지신탁,(연결)현금배당성향(%),24.10,17.60,20.30
7,한국토지신탁,현금배당수익률(%),4.30,3.60,5.70
8,한국토지신탁,현금배당수익률(%),-,-,-
9,한국토지신탁,주식배당수익률(%),-,-,-
10,한국토지신탁,주식배당수익률(%),-,-,-
11,한국토지신탁,주당 현금배당금(원),90,80,140
12,한국토지신탁,주당 현금배당금(원),-,-,-
13,한국토지신탁,주당 주식배당(주),-,-,-
14,한국토지신탁,주당 주식배당(주),-,-,-
