,corp_name,se,thstrm,frmtrm,lwfr,stock_knd
0,고영,주당액면가액(원),500,500,500,
1,고영,(연결)당기순이익(백만원),"9,161","29,560","42,310",
2,고영,(별도)당기순이익(백만원),"7,447","34,703","42,430",
3,고영,(연결)주당순이익(원),678,"2,192","3,122",
4,고영,현금배당금총액(백만원),"7,436","7,429","8,787",
5,고영,주식배당금총액(백만원),-,-,-,
6,고영,(연결)현금배당성향(%),81.20,25.10,20.80,
7,고영,현금배당수익률(%),0.60,0.50,0.80,보통주
8,고영,현금배당수익률(%),-,-,-,
9,고영,주식배당수익률(%),-,-,-,
10,고영,주식배당수익률(%),-,-,-,
11,고영,주당 현금배당금(원),550,550,650,보통주
12,고영,주당 현금배당금(원),-,-,-,
13,고영,주당 주식배당(주),-,-,-,
14,고영,주당 주식배당(주),-,-,-,
