,corp_name,se,thstrm,frmtrm,lwfr,stock_knd
0,골프존,주당액면가액(원),500,500,500,
1,골프존,(연결)당기순이익(백만원),"38,267","16,214","20,419",
2,골프존,(별도)당기순이익(백만원),"36,329","19,705","21,663",
3,골프존,(연결)주당순이익(원),"6,101","2,585","3,255",
4,골프존,현금배당금총액(백만원),"15,681","12,859","11,604",
5,골프존,주식배당금총액(백만원),-,-,-,
6,골프존,(연결)현금배당성향(%),41.00,79.30,56.80,
7,골프존,현금배당수익률(%),3.60,3.00,5.30,보통주
8,골프존,현금배당수익률(%),-,-,-,우선주
9,골프존,주식배당수익률(%),-,-,-,보통주
10,골프존,주식배당수익률(%),-,-,-,우선주
11,골프존,주당 현금배당금(원),"2,500","2,050","1,850",보통주
12,골프존,주당 현금배당금(원),-,-,-,우선주
13,골프존,주당 주식배당(주),-,-,-,보통주
14,골프존,주당 주식배당(주),-,-,-,우선주
