,corp_name,se,thstrm,frmtrm,lwfr,stock_knd
0,덴티움,주당액면가액(원),500,500,500,
1,덴티움,(연결)당기순이익(백만원),"22,220","13,711","34,256",
2,덴티움,(별도)당기순이익(백만원),"14,448","4,135","36,000",
3,덴티움,(연결)주당순이익(원),"2,614","1,714","3,972",
4,덴티움,현금배당금총액(백만원),"1,725",-,"1,293",
5,덴티움,주식배당금총액(백만원),-,-,-,
6,덴티움,(연결)현금배당성향(%),7.80,-,3.80,
7,덴티움,현금배당수익률(%),0.50,-,0.27,보통주
8,덴티움,현금배당수익률(%),-,-,-,
9,덴티움,주식배당수익률(%),-,-,-,보통주
10,덴티움,주식배당수익률(%),-,-,-,
11,덴티움,주당 현금배당금(원),200,-,150,보통주
12,덴티움,주당 현금배당금(원),-,-,-,
13,덴티움,주당 주식배당(주),-,-,-,보통주
14,덴티움,주당 주식배당(주),-,-,-,
