,corp_name,se,thstrm,frmtrm,lwfr
0,에스엘,주당액면가액(원),500,500,500
1,에스엘,(연결)당기순이익(백만원),"65,675","85,799","25,147"
2,에스엘,(별도)당기순이익(백만원),"91,737","81,821","27,114"
3,에스엘,(연결)주당순이익(원),"1,420","1,979",743
4,에스엘,현금배당금총액(백만원),"23,028","18,579","13,546"
5,에스엘,주식배당금총액(백만원),-,-,-
6,에스엘,(연결)현금배당성향(%),35.10,21.70,53.90
7,에스엘,현금배당수익률(%),3.10,2.30,2.00
8,에스엘,현금배당수익률(%),-,-,-
9,에스엘,주식배당수익률(%),-,-,-
10,에스엘,주식배당수익률(%),-,-,-
11,에스엘,주당 현금배당금(원),500,400,400
12,에스엘,주당 현금배당금(원),-,-,-
13,에스엘,주당 주식배당(주),-,-,-
14,에스엘,주당 주식배당(주),-,-,-
