,corp_name,se,thstrm,frmtrm,lwfr,stock_knd
0,DL,주당액면가액(원),"5,000","5,000","5,000",
1,DL,(연결)당기순이익(백만원),"504,976","664,995","646,383",
2,DL,(별도)당기순이익(백만원),"500,996","396,879","713,298",
3,DL,(연결)주당순이익(원),"13,077","17,223","16,741",
4,DL,현금배당금총액(백만원),"50,370","50,370","65,810",
5,DL,주식배당금총액(백만원),-,-,-,
6,DL,(연결)현금배당성향(%),9.97,7.57,10.18,
7,DL,현금배당수익률(%),1.49,1.42,1.66,보통주
8,DL,현금배당수익률(%),2.51,3.24,4.35,우선주
9,DL,주식배당수익률(%),-,-,-,보통주
10,DL,주식배당수익률(%),-,-,-,우선주
11,DL,주당 현금배당금(원),"1,300","1,300","1,700",보통주
12,DL,주당 현금배당금(원),"1,350","1,350","1,750",우선주
13,DL,주당 주식배당(주),-,-,-,보통주
14,DL,주당 주식배당(주),-,-,-,우선주
