,corp_name,se,thstrm,frmtrm,lwfr
0,KIB플러그에너지,주당액면가액(원),500,500,500
1,KIB플러그에너지,(연결)당기순이익(백만원),-,"3,181",-
2,KIB플러그에너지,(별도)당기순이익(백만원),"1,340","3,181","-16,268"
3,KIB플러그에너지,(연결)주당순이익(원),7,24,-132
4,KIB플러그에너지,현금배당금총액(백만원),-,-,-
5,KIB플러그에너지,주식배당금총액(백만원),-,-,-
6,KIB플러그에너지,(연결)현금배당성향(%),-,-,-
7,KIB플러그에너지,현금배당수익률(%),-,-,-
8,KIB플러그에너지,현금배당수익률(%),-,-,-
9,KIB플러그에너지,주식배당수익률(%),-,-,-
10,KIB플러그에너지,주식배당수익률(%),-,-,-
11,KIB플러그에너지,주당 현금배당금(원),-,-,-
12,KIB플러그에너지,주당 현금배당금(원),-,-,-
13,KIB플러그에너지,주당 주식배당(주),-,-,-
14,KIB플러그에너지,주당 주식배당(주),-,-,-
