,corp_name,se,thstrm,frmtrm,lwfr
0,한화솔루션,주당액면가액(원),"5,000","5,000","5,000"
1,한화솔루션,(연결)당기순이익(백만원),"309,077","-237,623","186,680"
2,한화솔루션,(별도)당기순이익(백만원),"713,856","-66,802","526,942"
3,한화솔루션,(연결)주당순이익(원),"1,919","-1,459","1,136"
4,한화솔루션,현금배당금총액(백만원),-,"32,577","32,903"
5,한화솔루션,주식배당금총액(백만원),-,-,-
6,한화솔루션,(연결)현금배당성향(%),-,-13.70,17.60
7,한화솔루션,현금배당수익률(%),-,1.10,1.00
8,한화솔루션,현금배당수익률(%),-,2.00,2.10
9,한화솔루션,주식배당수익률(%),-,-,-
10,한화솔루션,주식배당수익률(%),-,-,-
11,한화솔루션,주당 현금배당금(원),-,200,200
12,한화솔루션,주당 현금배당금(원),-,250,250
13,한화솔루션,주당 주식배당(주),-,-,-
14,한화솔루션,주당 주식배당(주),-,-,-
