,corp_name,se,thstrm,frmtrm,lwfr
0,삼영전자공업,주당액면가액(원),500,500,500
1,삼영전자공업,(연결)당기순이익(백만원),"11,424","8,554","15,130"
2,삼영전자공업,(별도)당기순이익(백만원),"11,046","8,595","13,234"
3,삼영전자공업,(연결)주당순이익(원),571,428,757
4,삼영전자공업,현금배당금총액(백만원),"5,000","5,000","5,000"
5,삼영전자공업,주식배당금총액(백만원),-,-,-
6,삼영전자공업,(연결)현금배당성향(%),43.80,58.40,33.00
7,삼영전자공업,현금배당수익률(%),2.70,2.70,2.10
8,삼영전자공업,현금배당수익률(%),-,-,-
9,삼영전자공업,주식배당수익률(%),-,-,-
10,삼영전자공업,주식배당수익률(%),-,-,-
11,삼영전자공업,주당 현금배당금(원),250,250,250
12,삼영전자공업,주당 현금배당금(원),-,-,-
13,삼영전자공업,주당 주식배당(주),-,-,-
14,삼영전자공업,주당 주식배당(주),-,-,-
