,corp_name,se,thstrm,frmtrm,lwfr,stock_knd
0,대원강업,주당액면가액(원),500,500,500,
1,대원강업,(연결)당기순이익(백만원),"-6,440","16,026","17,413",
2,대원강업,(별도)당기순이익(백만원),"8,090","10,318","15,639",
3,대원강업,(연결)주당순이익(원),-104,258,281,
4,대원강업,현금배당금총액(백만원),"6,200","7,130","7,130",
5,대원강업,주식배당금총액(백만원),-,-,-,
6,대원강업,(연결)현금배당성향(%),-,44.49,40.90,
7,대원강업,현금배당수익률(%),2.60,3.30,2.90,보통주
8,대원강업,현금배당수익률(%),-,-,-,
9,대원강업,주식배당수익률(%),-,-,-,
10,대원강업,주식배당수익률(%),-,-,-,
11,대원강업,주당 현금배당금(원),100,115,115,보통주
12,대원강업,주당 현금배당금(원),-,-,-,
13,대원강업,주당 주식배당(주),-,-,-,
14,대원강업,주당 주식배당(주),-,-,-,
