,corp_name,se,thstrm,frmtrm,lwfr,stock_knd
0,유니퀘스트,주당액면가액(원),500,500,500,
1,유니퀘스트,(연결)당기순이익(백만원),"23,932","25,446","11,981",
2,유니퀘스트,(별도)당기순이익(백만원),"19,283","4,393","4,149",
3,유니퀘스트,(연결)주당순이익(원),897,953,449,
4,유니퀘스트,현금배당금총액(백만원),"3,340","3,998","2,676",
5,유니퀘스트,주식배당금총액(백만원),-,-,-,
6,유니퀘스트,(연결)현금배당성향(%),13.96,15.71,22.30,
7,유니퀘스트,현금배당수익률(%),0.92,2.31,1.65,보통주
8,유니퀘스트,현금배당수익률(%),-,-,-,우선주
9,유니퀘스트,주식배당수익률(%),-,-,-,보통주
10,유니퀘스트,주식배당수익률(%),-,-,-,우선주
11,유니퀘스트,주당 현금배당금(원),125,150,100,보통주
12,유니퀘스트,주당 현금배당금(원),-,-,-,우선주
13,유니퀘스트,주당 주식배당(주),-,-,-,보통주
14,유니퀘스트,주당 주식배당(주),-,-,-,우선주
