,corp_name,se,thstrm,frmtrm,lwfr,stock_knd
0,롯데정보통신,주당액면가액(원),"5,000","5,000","5,000",
1,롯데정보통신,(연결)당기순이익(백만원),"29,873","53,000","23,370",
2,롯데정보통신,(별도)당기순이익(백만원),"30,047","36,888","31,421",
3,롯데정보통신,(연결)주당순이익(원),"1,975","3,720","2,205",
4,롯데정보통신,현금배당금총액(백만원),"10,591","10,591","9,286",
5,롯데정보통신,주식배당금총액(백만원),-,-,-,
6,롯데정보통신,(연결)현금배당성향(%),35.45,19.98,35.28,
7,롯데정보통신,현금배당수익률(%),1.80,1.70,1.80,보통주
8,롯데정보통신,현금배당수익률(%),-,-,-,우선주
9,롯데정보통신,주식배당수익률(%),-,-,-,보통주
10,롯데정보통신,주식배당수익률(%),-,-,-,우선주
11,롯데정보통신,주당 현금배당금(원),700,700,650,보통주
12,롯데정보통신,주당 현금배당금(원),-,-,-,우선주
13,롯데정보통신,주당 주식배당(주),-,-,-,보통주
14,롯데정보통신,주당 주식배당(주),-,-,-,우선주
