,corp_name,se,thstrm,frmtrm,lwfr,stock_knd
0,한국금융지주,주당액면가액(원),"5,000","5,000","5,000",
1,한국금융지주,(연결)당기순이익(백만원),"863,467","845,173","529,556",
2,한국금융지주,(별도)당기순이익(백만원),"192,467","348,827","337,108",
3,한국금융지주,(연결)주당순이익(원),"14,780","14,467","9,062",
4,한국금융지주,현금배당금총액(백만원),"175,538","169,699","105,462",
5,한국금융지주,주식배당금총액(백만원),-,-,-,
6,한국금융지주,(연결)현금배당성향(%),20.30,20.10,19.90,
7,한국금융지주,현금배당수익률(%),3.80,4.00,3.00,보통주
8,한국금융지주,현금배당수익률(%),4.70,6.50,5.30,1종 종류주식
9,한국금융지주,주식배당수익률(%),-,-,-,보통주
10,한국금융지주,주식배당수익률(%),-,-,-,1종 종류주식
11,한국금융지주,주당 현금배당금(원),"3,000","2,900","1,800",보통주
12,한국금융지주,주당 현금배당금(원),"3,062","2,962","1,862",1종 종류주식
13,한국금융지주,주당 주식배당(주),-,-,-,보통주
14,한국금융지주,주당 주식배당(주),-,-,-,1종 종류주식
