,corp_name,se,thstrm,frmtrm,lwfr
0,신세계,주당액면가액(원),"5,000","5,000","5,000"
1,신세계,(연결)당기순이익(백만원),"-103,494","526,442","238,978"
2,신세계,(별도)당기순이익(백만원),"214,085","705,956","186,755"
3,신세계,(연결)주당순이익(원),"-11,011","52,658","23,415"
4,신세계,현금배당금총액(백만원),"14,755","19,673","19,673"
5,신세계,주식배당금총액(백만원),-,-,-
6,신세계,(연결)현금배당성향(%),-14.26,3.74,8.23
7,신세계,현금배당수익률(%),0.64,0.71,0.79
8,신세계,현금배당수익률(%),-,-,-
9,신세계,주식배당수익률(%),-,-,-
10,신세계,주식배당수익률(%),-,-,-
11,신세계,주당 현금배당금(원),"1,500","2,000","2,000"
12,신세계,주당 현금배당금(원),-,-,-
13,신세계,주당 주식배당(주),-,-,-
14,신세계,주당 주식배당(주),-,-,-
