,corp_name,se,thstrm,frmtrm,lwfr
0,갤럭시아에스엠,주당액면가액(원),500,500,500
1,갤럭시아에스엠,(연결)당기순이익(백만원),984,"-1,375","-16,003"
2,갤럭시아에스엠,(별도)당기순이익(백만원),-,"-1,375","-15,678"
3,갤럭시아에스엠,(연결)주당순이익(원),36,-50,-581
4,갤럭시아에스엠,현금배당금총액(백만원),-,-,-
5,갤럭시아에스엠,주식배당금총액(백만원),-,-,-
6,갤럭시아에스엠,(연결)현금배당성향(%),-,-,-
7,갤럭시아에스엠,현금배당수익률(%),-,-,-
8,갤럭시아에스엠,현금배당수익률(%),-,-,-
9,갤럭시아에스엠,주식배당수익률(%),-,-,-
10,갤럭시아에스엠,주식배당수익률(%),-,-,-
11,갤럭시아에스엠,주당 현금배당금(원),-,-,-
12,갤럭시아에스엠,주당 현금배당금(원),-,-,-
13,갤럭시아에스엠,주당 주식배당(주),-,-,-
14,갤럭시아에스엠,주당 주식배당(주),-,-,-
