,corp_name,se,thstrm,frmtrm,lwfr,stock_knd
0,한전KPS,주당액면가액(원),200,200,200,
1,한전KPS,(연결)당기순이익(백만원),"87,058","153,331","161,331",
2,한전KPS,(별도)당기순이익(백만원),"85,916","157,737","160,791",
3,한전KPS,(연결)주당순이익(원),"1,935","3,407","3,585",
4,한전KPS,현금배당금총액(백만원),"51,570","86,400","80,550",
5,한전KPS,주식배당금총액(백만원),-,-,-,
6,한전KPS,(연결)현금배당성향(%),59.20,56.30,49.90,
7,한전KPS,현금배당수익률(%),3.70,4.70,5.20,보통주
8,한전KPS,현금배당수익률(%),-,-,-,
9,한전KPS,주식배당수익률(%),-,-,-,
10,한전KPS,주식배당수익률(%),-,-,-,
11,한전KPS,주당 현금배당금(원),"1,146","1,920","1,790",보통주
12,한전KPS,주당 현금배당금(원),-,-,-,
13,한전KPS,주당 주식배당(주),-,-,-,
14,한전KPS,주당 주식배당(주),-,-,-,
