,corp_name,se,thstrm,frmtrm,lwfr
0,KTcs,주당액면가액(원),500,500,500
1,KTcs,(연결)당기순이익(백만원),"11,323","7,530","11,401"
2,KTcs,(별도)당기순이익(백만원),"5,660","7,379","11,174"
3,KTcs,(연결)주당순이익(원),257,178,271
4,KTcs,현금배당금총액(백만원),"3,246","3,345","3,763"
5,KTcs,주식배당금총액(백만원),-,-,-
6,KTcs,(연결)현금배당성향(%),28.60,44.40,33.00
7,KTcs,현금배당수익률(%),3.60,3.50,3.50
8,KTcs,현금배당수익률(%),-,-,-
9,KTcs,주식배당수익률(%),-,-,-
10,KTcs,주식배당수익률(%),-,-,-
11,KTcs,주당 현금배당금(원),80,80,90
12,KTcs,주당 현금배당금(원),-,-,-
13,KTcs,주당 주식배당(주),-,-,-
14,KTcs,주당 주식배당(주),-,-,-
