,corp_name,se,thstrm,frmtrm,lwfr,stock_knd
0,인디에프,주당액면가액(원),500,500,500,
1,인디에프,(연결)당기순이익(백만원),"-21,671","-3,238",226,
2,인디에프,(별도)당기순이익(백만원),"-21,680","-3,270",200,
3,인디에프,(연결)주당순이익(원),-368,-55,4,
4,인디에프,현금배당금총액(백만원),-,-,-,
5,인디에프,주식배당금총액(백만원),-,-,-,
6,인디에프,(연결)현금배당성향(%),-,-,-,
7,인디에프,현금배당수익률(%),-,-,-,보통주
8,인디에프,현금배당수익률(%),-,-,-,우선주
9,인디에프,주식배당수익률(%),-,-,-,보통주
10,인디에프,주식배당수익률(%),-,-,-,우선주
11,인디에프,주당 현금배당금(원),-,-,-,보통주
12,인디에프,주당 현금배당금(원),-,-,-,우선주
13,인디에프,주당 주식배당(주),-,-,-,보통주
14,인디에프,주당 주식배당(주),-,-,-,우선주
