,corp_name,se,thstrm,frmtrm,lwfr
0,엘앤에프,주당액면가액(원),500,500,500
1,엘앤에프,(연결)당기순이익(백만원),"-15,018","-8,809","19,883"
2,엘앤에프,(별도)당기순이익(백만원),"-15,082","-10,805","18,484"
3,엘앤에프,(연결)주당순이익(원),-687,-428,927
4,엘앤에프,현금배당금총액(백만원),"1,216","1,051","2,101"
5,엘앤에프,주식배당금총액(백만원),-,-,-
6,엘앤에프,(연결)현금배당성향(%),8.00,11.69,10.82
7,엘앤에프,현금배당수익률(%),0.07,0.25,0.28
8,엘앤에프,현금배당수익률(%),-,-,-
9,엘앤에프,주식배당수익률(%),-,-,-
10,엘앤에프,주식배당수익률(%),-,-,-
11,엘앤에프,주당 현금배당금(원),50,50,100
12,엘앤에프,주당 현금배당금(원),-,-,-
13,엘앤에프,주당 주식배당(주),-,-,-
14,엘앤에프,주당 주식배당(주),-,-,-
