,corp_name,se,thstrm,frmtrm,lwfr,stock_knd
0,아프리카TV,주당액면가액(원),500,500,500,
1,아프리카TV,(연결)당기순이익(백만원),"36,595","34,371","21,563",
2,아프리카TV,(별도)당기순이익(백만원),"35,019","30,152","22,346",
3,아프리카TV,(연결)주당순이익(원),"3,365","3,164","2,016",
4,아프리카TV,현금배당금총액(백만원),"7,068","6,012","5,083",
5,아프리카TV,주식배당금총액(백만원),-,-,-,
6,아프리카TV,(연결)현금배당성향(%),19.30,17.50,23.60,
7,아프리카TV,현금배당수익률(%),1.10,0.79,1.17,보통주
8,아프리카TV,현금배당수익률(%),-,-,-,우선주
9,아프리카TV,주식배당수익률(%),-,-,-,보통주
10,아프리카TV,주식배당수익률(%),-,-,-,우선주
11,아프리카TV,주당 현금배당금(원),650,550,470,보통주
12,아프리카TV,주당 현금배당금(원),-,-,-,우선주
13,아프리카TV,주당 주식배당(주),-,-,-,보통주
14,아프리카TV,주당 주식배당(주),-,-,-,우선주
