,corp_name,se,thstrm,frmtrm,lwfr,stock_knd
0,효성,주당액면가액(원),"5,000","5,000","5,000",
1,효성,(연결)당기순이익(백만원),"-52,770","103,683","3,357,772",
2,효성,(별도)당기순이익(백만원),"-58,985","100,543","3,019,516",
3,효성,(연결)주당순이익(원),"-2,632","5,100","154,807",
4,효성,현금배당금총액(백만원),"99,547","101,654","101,654",
5,효성,주식배당금총액(백만원),-,-,-,
6,효성,(연결)현금배당성향(%),-,98.00,3.00,
7,효성,현금배당수익률(%),6.20,6.00,8.40,보통주
8,효성,현금배당수익률(%),-,-,-,우선주
9,효성,주식배당수익률(%),-,-,-,보통주
10,효성,주식배당수익률(%),-,-,-,우선주
11,효성,주당 현금배당금(원),"5,000","5,000","5,000",보통주
12,효성,주당 현금배당금(원),-,-,-,우선주
13,효성,주당 주식배당(주),-,-,-,보통주
14,효성,주당 주식배당(주),-,-,-,우선주
