,corp_name,se,thstrm,frmtrm,lwfr
0,유성기업,주당액면가액(원),500,500,500
1,유성기업,(연결)당기순이익(백만원),"-4,724","15,722","5,346"
2,유성기업,(별도)당기순이익(백만원),"-6,393","11,747","3,156"
3,유성기업,(연결)주당순이익(원),-184,613,208
4,유성기업,현금배당금총액(백만원),"3,078","5,130","2,565"
5,유성기업,주식배당금총액(백만원),-,-,-
6,유성기업,(연결)현금배당성향(%),-,32.63,47.98
7,유성기업,현금배당수익률(%),4.30,7.34,3.45
8,유성기업,현금배당수익률(%),-,-,-
9,유성기업,주식배당수익률(%),-,-,-
10,유성기업,주식배당수익률(%),-,-,-
11,유성기업,주당 현금배당금(원),120,200,100
12,유성기업,주당 현금배당금(원),-,-,-
13,유성기업,주당 주식배당(주),-,-,-
14,유성기업,주당 주식배당(주),-,-,-
