,corp_name,se,thstrm,frmtrm,lwfr,stock_knd
0,잇츠한불,주당액면가액(원),500,500,500,
1,잇츠한불,(연결)당기순이익(백만원),"-14,215","-4,719","8,240",
2,잇츠한불,(별도)당기순이익(백만원),"-14,958","-3,100","8,803",
3,잇츠한불,(연결)주당순이익(원),-807,-268,468,
4,잇츠한불,현금배당금총액(백만원),"1,762","1,762","2,642",
5,잇츠한불,주식배당금총액(백만원),-,-,-,
6,잇츠한불,(연결)현금배당성향(%),-,-,32.10,
7,잇츠한불,현금배당수익률(%),0.40,0.50,0.60,보통주
8,잇츠한불,현금배당수익률(%),-,-,-,우선주
9,잇츠한불,주식배당수익률(%),-,-,-,보통주
10,잇츠한불,주식배당수익률(%),-,-,-,우선주
11,잇츠한불,주당 현금배당금(원),100,100,150,보통주
12,잇츠한불,주당 현금배당금(원),-,-,-,우선주
13,잇츠한불,주당 주식배당(주),-,-,-,보통주
14,잇츠한불,주당 주식배당(주),-,-,-,우선주
