,corp_name,se,thstrm,frmtrm,lwfr,stock_knd
0,DB금융투자,주당액면가액(원),"5,000","5,000","5,000",
1,DB금융투자,(연결)당기순이익(백만원),"96,415","48,539","54,348",
2,DB금융투자,(별도)당기순이익(백만원),"63,963","52,936","46,854",
3,DB금융투자,(연결)주당순이익(원),"2,327","1,172","1,312",
4,DB금융투자,현금배당금총액(백만원),"12,429","10,357","10,357",
5,DB금융투자,주식배당금총액(백만원),-,-,-,
6,DB금융투자,(연결)현금배당성향(%),12.90,21.30,19.10,
7,DB금융투자,현금배당수익률(%),6.20,5.70,5.50,보통주
8,DB금융투자,현금배당수익률(%),-,-,-,우선주
9,DB금융투자,주식배당수익률(%),-,-,-,보통주
10,DB금융투자,주식배당수익률(%),-,-,-,우선주
11,DB금융투자,주당 현금배당금(원),300,250,250,보통주
12,DB금융투자,주당 현금배당금(원),-,-,-,우선주
13,DB금융투자,주당 주식배당(주),-,-,-,보통주
14,DB금융투자,주당 주식배당(주),-,-,-,우선주
