,corp_name,se,thstrm,frmtrm,lwfr,stock_knd
0,화승코퍼레이션,주당액면가액(원),500,500,500,
1,화승코퍼레이션,(연결)당기순이익(백만원),"-41,330","23,034","-33,653",
2,화승코퍼레이션,(별도)당기순이익(백만원),"-32,544","20,608","-32,726",
3,화승코퍼레이션,(연결)주당순이익(원),-675,376,-549,
4,화승코퍼레이션,현금배당금총액(백만원),"1,532","1,532","1,532",
5,화승코퍼레이션,주식배당금총액(백만원),-,-,-,
6,화승코퍼레이션,(연결)현금배당성향(%),-,6.60,-,
7,화승코퍼레이션,현금배당수익률(%),1.15,1.18,1.38,보통주
8,화승코퍼레이션,현금배당수익률(%),-,-,-,우선주
9,화승코퍼레이션,주식배당수익률(%),-,-,-,보통주
10,화승코퍼레이션,주식배당수익률(%),-,-,-,우선주
11,화승코퍼레이션,주당 현금배당금(원),25,25,25,보통주
12,화승코퍼레이션,주당 현금배당금(원),-,-,-,우선주
13,화승코퍼레이션,주당 주식배당(주),-,-,-,보통주
14,화승코퍼레이션,주당 주식배당(주),-,-,-,우선주
