,corp_name,se,thstrm,frmtrm,lwfr,stock_knd
0,KEC,주당액면가액(원),500,500,500,
1,KEC,(연결)당기순이익(백만원),"-45,282","-19,211","1,465",
2,KEC,(별도)당기순이익(백만원),"-45,197","-19,211","1,465",
3,KEC,(연결)주당순이익(원),-388,-167,13,
4,KEC,현금배당금총액(백만원),-,-,-,
5,KEC,주식배당금총액(백만원),-,-,-,
6,KEC,(연결)현금배당성향(%),-,-,-,
7,KEC,현금배당수익률(%),-,-,-,보통주
8,KEC,현금배당수익률(%),-,-,-,우선주
9,KEC,주식배당수익률(%),-,-,-,보통주
10,KEC,주식배당수익률(%),-,-,-,우선주
11,KEC,주당 현금배당금(원),-,-,-,보통주
12,KEC,주당 현금배당금(원),-,-,-,우선주
13,KEC,주당 주식배당(주),-,-,-,보통주
14,KEC,주당 주식배당(주),-,-,-,우선주
