,corp_name,se,thstrm,frmtrm,lwfr
0,고려제강,주당액면가액(원),"1,000","1,000","1,000"
1,고려제강,(연결)당기순이익(백만원),"8,420",-570,"3,384"
2,고려제강,(별도)당기순이익(백만원),"11,727","20,208","19,245"
3,고려제강,(연결)주당순이익(원),421,-29,169
4,고려제강,현금배당금총액(백만원),"5,998","6,998","6,998"
5,고려제강,주식배당금총액(백만원),-,-,-
6,고려제강,(연결)현금배당성향(%),71.00,#######,207.00
7,고려제강,현금배당수익률(%),1.83,1.71,1.45
8,고려제강,현금배당수익률(%),-,-,-
9,고려제강,주식배당수익률(%),-,-,-
10,고려제강,주식배당수익률(%),-,-,-
11,고려제강,주당 현금배당금(원),300,350,350
12,고려제강,주당 현금배당금(원),-,-,-
13,고려제강,주당 주식배당(주),-,-,-
14,고려제강,주당 주식배당(주),-,-,-
