,corp_name,se,thstrm,frmtrm,lwfr,stock_knd
0,대우건설,주당액면가액(원),"5,000","5,000","5,000",
1,대우건설,(연결)당기순이익(백만원),"282,604","201,240","297,330",
2,대우건설,(별도)당기순이익(백만원),"176,907","7,780","247,631",
3,대우건설,(연결)주당순이익(원),691,508,727,
4,대우건설,현금배당금총액(백만원),-,-,-,
5,대우건설,주식배당금총액(백만원),-,-,-,
6,대우건설,(연결)현금배당성향(%),-,-,-,
7,대우건설,현금배당수익률(%),-,-,-,보통주식
8,대우건설,현금배당수익률(%),-,-,-,기타주식
9,대우건설,주식배당수익률(%),-,-,-,보통주식
10,대우건설,주식배당수익률(%),-,-,-,기타주식
11,대우건설,주당 현금배당금(원),-,-,-,보통주식
12,대우건설,주당 현금배당금(원),-,-,-,기타주식
13,대우건설,주당 주식배당(주),-,-,-,보통주식
14,대우건설,주당 주식배당(주),-,-,-,기타주식
