,corp_name,se,thstrm,frmtrm,lwfr
0,동양고속,주당액면가액(원),"5,000","5,000","5,000"
1,동양고속,(연결)당기순이익(백만원),"-16,411","32,744","1,365"
2,동양고속,(별도)당기순이익(백만원),"-16,395","29,751","1,595"
3,동양고속,(연결)주당순이익(원),"-6,230","12,104",464
4,동양고속,현금배당금총액(백만원),"1,314","12,584","2,879"
5,동양고속,주식배당금총액(백만원),-,-,-
6,동양고속,(연결)현금배당성향(%),-8.01,38.43,210.92
7,동양고속,현금배당수익률(%),1.74,16.79,3.44
8,동양고속,현금배당수익률(%),-,-,-
9,동양고속,주식배당수익률(%),-,-,-
10,동양고속,주식배당수익률(%),-,-,-
11,동양고속,주당 현금배당금(원),500,"4,700","1,000"
12,동양고속,주당 현금배당금(원),-,-,-
13,동양고속,주당 주식배당(주),-,-,-
14,동양고속,주당 주식배당(주),-,-,-
