,corp_name,se,thstrm,frmtrm,lwfr,stock_knd
0,동남합성,주당액면가액(원),500,500,"5,000",
1,동남합성,(연결)당기순이익(백만원),"9,948","17,839","5,856",
2,동남합성,(별도)당기순이익(백만원),-,-,-,
3,동남합성,(연결)주당순이익(원),"2,763","4,926","4,429",
4,동남합성,현금배당금총액(백만원),"35,636",724,"4,488",
5,동남합성,주식배당금총액(백만원),-,-,-,
6,동남합성,(연결)현금배당성향(%),358.20,4.10,76.60,
7,동남합성,현금배당수익률(%),29.50,0.80,5.70,보통주
8,동남합성,현금배당수익률(%),-,-,-,우선주
9,동남합성,주식배당수익률(%),-,-,-,보통주
10,동남합성,주식배당수익률(%),-,-,-,우선주
11,동남합성,주당 현금배당금(원),"9,900",200,"3,400",보통주
12,동남합성,주당 현금배당금(원),-,-,-,우선주
13,동남합성,주당 주식배당(주),-,-,-,보통주
14,동남합성,주당 주식배당(주),-,-,-,우선주
