,corp_name,se,thstrm,frmtrm,lwfr,stock_knd
0,에스제이엠,주당액면가액(원),500,500,500,
1,에스제이엠,(연결)당기순이익(백만원),"4,262","7,568","3,726",
2,에스제이엠,(별도)당기순이익(백만원),"-1,121","1,882","2,388",
3,에스제이엠,(연결)주당순이익(원),172,438,267,
4,에스제이엠,현금배당금총액(백만원),780,"1,951","1,560",
5,에스제이엠,주식배당금총액(백만원),-,-,-,
6,에스제이엠,(연결)현금배당성향(%),29.10,28.50,37.40,
7,에스제이엠,현금배당수익률(%),1.63,3.22,3.33,보통주
8,에스제이엠,현금배당수익률(%),-,-,-,우선주
9,에스제이엠,주식배당수익률(%),-,-,-,보통주
10,에스제이엠,주식배당수익률(%),-,-,-,우선주
11,에스제이엠,주당 현금배당금(원),50,125,100,보통주
12,에스제이엠,주당 현금배당금(원),-,-,-,우선주
13,에스제이엠,주당 주식배당(주),-,-,-,보통주
14,에스제이엠,주당 주식배당(주),-,-,-,우선주
