,corp_name,se,thstrm,frmtrm,lwfr,stock_knd
0,씨에스윈드,주당액면가액(원),500,500,500,
1,씨에스윈드,(연결)당기순이익(백만원),"30,867","31,908","5,924",
2,씨에스윈드,(별도)당기순이익(백만원),"18,990","11,274","-11,448",
3,씨에스윈드,(연결)주당순이익(원),"1,892","2,061",378,
4,씨에스윈드,현금배당금총액(백만원),"17,286","7,125","6,190",
5,씨에스윈드,주식배당금총액(백만원),-,-,-,
6,씨에스윈드,(연결)현금배당성향(%),56.00,22.33,104.49,
7,씨에스윈드,현금배당수익률(%),0.63,1.19,1.49,보통주
8,씨에스윈드,현금배당수익률(%),-,-,-,
9,씨에스윈드,주식배당수익률(%),-,-,-,
10,씨에스윈드,주식배당수익률(%),-,-,-,
11,씨에스윈드,주당 현금배당금(원),"1,000",460,400,보통주
12,씨에스윈드,주당 현금배당금(원),-,-,-,
13,씨에스윈드,주당 주식배당(주),-,-,-,
14,씨에스윈드,주당 주식배당(주),-,-,-,
