,corp_name,se,thstrm,frmtrm,lwfr,stock_knd
0,현대차증권,주당액면가액(원),"5,000","5,000","5,000",
1,현대차증권,(연결)당기순이익(백만원),"84,299","71,844","50,572",
2,현대차증권,(별도)당기순이익(백만원),"84,489","59,842","51,468",
3,현대차증권,(연결)주당순이익(원),"2,739","2,315","1,724",
4,현대차증권,현금배당금총액(백만원),"23,739","21,539","13,202",
5,현대차증권,주식배당금총액(백만원),-,-,-,
6,현대차증권,(연결)현금배당성향(%),28.20,30.00,26.10,
7,현대차증권,현금배당수익률(%),5.00,5.80,5.10,보통주
8,현대차증권,현금배당수익률(%),-,-,-,우선주 (주1)
9,현대차증권,주식배당수익률(%),-,-,-,보통주
10,현대차증권,주식배당수익률(%),-,-,-,우선주
11,현대차증권,주당 현금배당금(원),675,600,450,보통주
12,현대차증권,주당 현금배당금(원),418,418,-,우선주
13,현대차증권,주당 주식배당(주),-,-,-,보통주
14,현대차증권,주당 주식배당(주),-,-,-,우선주
