,corp_name,se,thstrm,frmtrm,lwfr
0,흥아해운,주당액면가액(원),500,500,500
1,흥아해운,(연결)당기순이익(백만원),"-51,070","-86,540","-61,992"
2,흥아해운,(별도)당기순이익(백만원),"-53,024","-96,954","-56,408"
3,흥아해운,(연결)주당순이익(원),-389,-514,-490
4,흥아해운,현금배당금총액(백만원),-,-,-
5,흥아해운,주식배당금총액(백만원),-,-,-
6,흥아해운,(연결)현금배당성향(%),-,-,-
7,흥아해운,현금배당수익률(%),-,-,-
8,흥아해운,현금배당수익률(%),-,-,-
9,흥아해운,주식배당수익률(%),-,-,-
10,흥아해운,주식배당수익률(%),-,-,-
11,흥아해운,주당 현금배당금(원),-,-,-
12,흥아해운,주당 현금배당금(원),-,-,-
13,흥아해운,주당 주식배당(주),-,-,-
14,흥아해운,주당 주식배당(주),-,-,-
15,흥아해운,주당 주식배당(주),-,-,-
