,corp_name,se,thstrm,frmtrm,lwfr
0,한샘,주당액면가액(원),"1,000","1,000","1,000"
1,한샘,(연결)당기순이익(백만원),"66,841","42,715","89,957"
2,한샘,(별도)당기순이익(백만원),"49,884","41,343","68,291"
3,한샘,(연결)주당순이익(원),"3,766","2,423","5,103"
4,한샘,현금배당금총액(백만원),"22,437","21,155","21,155"
5,한샘,주식배당금총액(백만원),-,-,-
6,한샘,(연결)현금배당성향(%),33.60,49.50,23.50
7,한샘,현금배당수익률(%),1.30,1.90,1.80
8,한샘,현금배당수익률(%),-,-,-
9,한샘,주식배당수익률(%),-,-,-
10,한샘,주식배당수익률(%),-,-,-
11,한샘,주당 현금배당금(원),"1,300","1,200","1,200"
12,한샘,주당 현금배당금(원),-,-,-
13,한샘,주당 주식배당(주),-,-,-
14,한샘,주당 주식배당(주),-,-,-
