,corp_name,se,thstrm,frmtrm,lwfr,stock_knd
0,세이브존I&C,주당액면가액(원),"1,000","1,000","1,000",
1,세이브존I&C,(연결)당기순이익(백만원),-,"22,262","25,423",
2,세이브존I&C,(별도)당기순이익(백만원),"9,910","22,339","25,211",
3,세이브존I&C,(연결)주당순이익(원),262,590,673,
4,세이브존I&C,현금배당금총액(백만원),"1,133","1,133","1,888",
5,세이브존I&C,주식배당금총액(백만원),-,-,-,
6,세이브존I&C,(연결)현금배당성향(%),11.40,5.10,7.40,
7,세이브존I&C,현금배당수익률(%),1.00,0.90,1.50,보통주
8,세이브존I&C,현금배당수익률(%),-,-,-,우선주
9,세이브존I&C,주식배당수익률(%),-,-,-,보통주
10,세이브존I&C,주식배당수익률(%),-,-,-,우선주
11,세이브존I&C,주당 현금배당금(원),30,30,50,보통주
12,세이브존I&C,주당 현금배당금(원),-,-,-,우선주
13,세이브존I&C,주당 주식배당(주),-,-,-,보통주
14,세이브존I&C,주당 주식배당(주),-,-,-,우선주
