,corp_name,se,thstrm,frmtrm,lwfr,stock_knd
0,BNK금융지주,주당액면가액(원),"5,000","5,000","5,000",
1,BNK금융지주,(연결)당기순이익(백만원),"519,315","562,225","502,095",
2,BNK금융지주,(별도)당기순이익(백만원),"250,300","91,575","29,074",
3,BNK금융지주,(연결)주당순이익(원),"1,498","1,647","1,475",
4,BNK금융지주,현금배당금총액(백만원),"103,818","117,331","97,776",
5,BNK금융지주,주식배당금총액(백만원),-,-,-,
6,BNK금융지주,(연결)현금배당성향(%),19.99,20.87,19.47,
7,BNK금융지주,현금배당수익률(%),5.42,4.59,3.92,보통주
8,BNK금융지주,현금배당수익률(%),-,-,-,
9,BNK금융지주,주식배당수익률(%),-,-,-,보통주
10,BNK금융지주,주식배당수익률(%),-,-,-,
11,BNK금융지주,주당 현금배당금(원),320,360,300,보통주
12,BNK금융지주,주당 현금배당금(원),-,-,-,
13,BNK금융지주,주당 주식배당(주),-,-,-,보통주
14,BNK금융지주,주당 주식배당(주),-,-,-,
