,corp_name,se,thstrm,frmtrm,lwfr,stock_knd
0,화승인더스트리,주당액면가액(원),500,500,500,
1,화승인더스트리,(연결)당기순이익(백만원),"37,346","58,951","20,312",
2,화승인더스트리,(별도)당기순이익(백만원),"15,593","18,236","23,187",
3,화승인더스트리,(연결)주당순이익(원),698,"1,092",370,
4,화승인더스트리,현금배당금총액(백만원),"10,011","2,428","2,166",
5,화승인더스트리,주식배당금총액(백만원),-,-,-,
6,화승인더스트리,(연결)현금배당성향(%),26.80,4.10,10.66,
7,화승인더스트리,현금배당수익률(%),2.70,0.40,0.60,보통주
8,화승인더스트리,현금배당수익률(%),-,-,-,우선주
9,화승인더스트리,주식배당수익률(%),-,-,-,보통주
10,화승인더스트리,주식배당수익률(%),-,-,-,우선주
11,화승인더스트리,주당 현금배당금(원),188,45,40,보통주
12,화승인더스트리,주당 현금배당금(원),-,-,-,우선주
13,화승인더스트리,주당 주식배당(주),-,-,-,보통주
14,화승인더스트리,주당 주식배당(주),-,-,-,우선주
