,corp_name,se,thstrm,frmtrm,lwfr
0,OCI홀딩스,주당액면가액(원),"5,000","5,000","5,000"
1,OCI홀딩스,(연결)당기순이익(백만원),"-251,164","-807,386","103,787"
2,OCI홀딩스,(별도)당기순이익(백만원),"-253,611","-717,595","70,724"
3,OCI홀딩스,(연결)주당순이익(원),"-10,381","-33,308","4,352"
4,OCI홀딩스,현금배당금총액(백만원),-,-,"20,272"
5,OCI홀딩스,주식배당금총액(백만원),-,-,-
6,OCI홀딩스,(연결)현금배당성향(%),-,-,19.50
7,OCI홀딩스,현금배당수익률(%),-,-,0.80
8,OCI홀딩스,현금배당수익률(%),-,-,-
9,OCI홀딩스,주식배당수익률(%),-,-,-
10,OCI홀딩스,주식배당수익률(%),-,-,-
11,OCI홀딩스,주당 현금배당금(원),-,-,850
12,OCI홀딩스,주당 현금배당금(원),-,-,-
13,OCI홀딩스,주당 주식배당(주),-,-,-
14,OCI홀딩스,주당 주식배당(주),-,-,-
