,corp_name,se,thstrm,frmtrm,lwfr,stock_knd
0,쿠쿠홀딩스,주당액면가액(원),500,500,500,
1,쿠쿠홀딩스,(연결)당기순이익(백만원),"106,711","79,433","84,573",
2,쿠쿠홀딩스,(별도)당기순이익(백만원),"17,997","18,011","30,188",
3,쿠쿠홀딩스,(연결)주당순이익(원),"17,168","12,779","15,206",
4,쿠쿠홀딩스,현금배당금총액(백만원),"20,512","18,646","18,646",
5,쿠쿠홀딩스,주식배당금총액(백만원),-,-,-,
6,쿠쿠홀딩스,(연결)현금배당성향(%),19.22,23.48,19.51,
7,쿠쿠홀딩스,현금배당수익률(%),3.30,2.90,2.50,보통주
8,쿠쿠홀딩스,현금배당수익률(%),-,-,-,우선주
9,쿠쿠홀딩스,주식배당수익률(%),-,-,-,보통주
10,쿠쿠홀딩스,주식배당수익률(%),-,-,-,우선주
11,쿠쿠홀딩스,주당 현금배당금(원),"3,300","3,000","3,000",보통주
12,쿠쿠홀딩스,주당 현금배당금(원),-,-,-,우선주
13,쿠쿠홀딩스,주당 주식배당(주),-,-,-,보통주
14,쿠쿠홀딩스,주당 주식배당(주),-,-,-,우선주
