,corp_name,se,thstrm,frmtrm,lwfr
0,삼화전기,주당액면가액(원),"1,000","1,000","1,000"
1,삼화전기,(연결)당기순이익(백만원),"4,212","3,040","5,588"
2,삼화전기,(별도)당기순이익(백만원),"2,300","2,773","4,171"
3,삼화전기,(연결)주당순이익(원),637,460,845
4,삼화전기,현금배당금총액(백만원),661,661,661
5,삼화전기,주식배당금총액(백만원),-,-,-
6,삼화전기,(연결)현금배당성향(%),15.70,21.70,11.80
7,삼화전기,현금배당수익률(%),0.50,0.70,0.50
8,삼화전기,현금배당수익률(%),-,-,-
9,삼화전기,주식배당수익률(%),-,-,-
10,삼화전기,주식배당수익률(%),-,-,-
11,삼화전기,주당 현금배당금(원),100,100,100
12,삼화전기,주당 현금배당금(원),-,-,-
13,삼화전기,주당 주식배당(주),-,-,-
14,삼화전기,주당 주식배당(주),-,-,-
