,corp_name,se,thstrm,frmtrm,lwfr
0,삼성출판사,주당액면가액(원),500,500,500
1,삼성출판사,(연결)당기순이익(백만원),"53,270","4,871",328
2,삼성출판사,(별도)당기순이익(백만원),"58,331","1,229",-832
3,삼성출판사,(연결)주당순이익(원),"5,322",487,33
4,삼성출판사,현금배당금총액(백만원),"2,000","1,000","1,000"
5,삼성출판사,주식배당금총액(백만원),-,-,-
6,삼성출판사,(연결)현금배당성향(%),3.75,20.53,304.88
7,삼성출판사,현금배당수익률(%),0.90,0.40,0.90
8,삼성출판사,현금배당수익률(%),-,-,-
9,삼성출판사,주식배당수익률(%),-,-,-
10,삼성출판사,주식배당수익률(%),-,-,-
11,삼성출판사,주당 현금배당금(원),200,100,100
12,삼성출판사,주당 현금배당금(원),-,-,-
13,삼성출판사,주당 주식배당(주),-,-,-
14,삼성출판사,주당 주식배당(주),-,-,-
