,corp_name,se,thstrm,frmtrm,lwfr,stock_knd
0,롯데칠성음료,주당액면가액(원),500,500,"5,000",
1,롯데칠성음료,(연결)당기순이익(백만원),"-12,512","-142,432","-48,050",
2,롯데칠성음료,(별도)당기순이익(백만원),"-16,367","-112,294","-54,568",
3,롯데칠성음료,(연결)주당순이익(원),"-2,104","-17,939","-58,529",
4,롯데칠성음료,현금배당금총액(백만원),"25,956","22,171","22,171",
5,롯데칠성음료,주식배당금총액(백만원),-,-,-,
6,롯데칠성음료,(연결)현금배당성향(%),-,-,-,
7,롯데칠성음료,현금배당수익률(%),2.50,1.90,1.90,보통주
8,롯데칠성음료,현금배당수익률(%),4.40,3.70,4.10,우선주
9,롯데칠성음료,주식배당수익률(%),-,-,-,
10,롯데칠성음료,주식배당수익률(%),-,-,-,
11,롯데칠성음료,주당 현금배당금(원),"2,700","2,700","27,000",보통주
12,롯데칠성음료,주당 현금배당금(원),"2,705","2,705","27,050",우선주
13,롯데칠성음료,주당 주식배당(주),-,-,-,
14,롯데칠성음료,주당 주식배당(주),-,-,-,
