,corp_name,se,thstrm,frmtrm,lwfr
0,광주신세계,주당액면가액(원),"5,000","5,000","5,000"
1,광주신세계,(연결)당기순이익(백만원),-,-,-
2,광주신세계,(별도)당기순이익(백만원),"43,159","47,669","45,093"
3,광주신세계,(연결)주당순이익(원),"27,120","29,953","28,183"
4,광주신세계,현금배당금총액(백만원),"5,570","5,570","4,800"
5,광주신세계,주식배당금총액(백만원),-,-,-
6,광주신세계,(연결)현금배당성향(%),12.91,11.68,10.64
7,광주신세계,현금배당수익률(%),2.28,2.11,1.68
8,광주신세계,현금배당수익률(%),-,-,-
9,광주신세계,주식배당수익률(%),-,-,-
10,광주신세계,주식배당수익률(%),-,-,-
11,광주신세계,주당 현금배당금(원),"3,500","3,500","3,000"
12,광주신세계,주당 현금배당금(원),-,-,-
13,광주신세계,주당 주식배당(주),-,-,-
14,광주신세계,주당 주식배당(주),-,-,-
