,corp_name,se,thstrm,frmtrm,lwfr
0,삼익THK,주당액면가액(원),500,500,500
1,삼익THK,(연결)당기순이익(백만원),"4,458","3,265","18,105"
2,삼익THK,(별도)당기순이익(백만원),-,-,-
3,삼익THK,(연결)주당순이익(원),215,158,875
4,삼익THK,현금배당금총액(백만원),"3,105","3,105","6,210"
5,삼익THK,주식배당금총액(백만원),-,-,-
6,삼익THK,(연결)현금배당성향(%),70.00,95.10,34.30
7,삼익THK,현금배당수익률(%),1.30,1.30,3.10
8,삼익THK,현금배당수익률(%),-,-,-
9,삼익THK,주식배당수익률(%),-,-,-
10,삼익THK,주식배당수익률(%),-,-,-
11,삼익THK,주당 현금배당금(원),150,150,300
12,삼익THK,주당 현금배당금(원),-,-,-
13,삼익THK,주당 주식배당(주),-,-,-
14,삼익THK,주당 주식배당(주),-,-,-
